ppt_id,item_id,pairing,logRT
ppt42,item1,Associated,3.5805652222329
ppt42,item1,Unassociated,4.89392888194796
ppt43,item1,Associated,3.5821156084537
ppt43,item1,Unassociated,5.51145046557364
ppt44,item1,Associated,4.8475937869604
ppt44,item1,Unassociated,6.19937733696644
ppt45,item1,Associated,3.04386833005269
ppt45,item1,Unassociated,4.05145907084624
ppt46,item1,Associated,3.25047390101758
ppt46,item1,Unassociated,4.33237302443705
ppt47,item1,Associated,5.70262612012374
ppt47,item1,Unassociated,6.53806109172692
ppt48,item1,Associated,4.45309310450987
ppt48,item1,Unassociated,5.90543876589887
ppt49,item1,Associated,4.63352899817247
ppt49,item1,Unassociated,4.8263535576457
ppt50,item1,Associated,3.98570875589736
ppt50,item1,Unassociated,6.46766672136502
ppt51,item1,Associated,4.74675521375503
ppt51,item1,Unassociated,6.14508308573718
ppt52,item1,Associated,4.643791412094
ppt52,item1,Unassociated,4.93220539495852
ppt53,item1,Associated,4.14789696825888
ppt53,item1,Unassociated,6.0567061353042
ppt54,item1,Associated,3.43534999834889
ppt54,item1,Unassociated,4.14636855511288
ppt55,item1,Associated,4.90649152135391
ppt55,item1,Unassociated,6.17952799436732
ppt56,item1,Associated,4.56847350865631
ppt56,item1,Unassociated,6.86529454358015
ppt57,item1,Associated,3.80873597231675
ppt57,item1,Unassociated,4.14527106913084
ppt58,item1,Associated,3.75727420697412
ppt58,item1,Unassociated,4.55525560848786
ppt59,item1,Associated,3.15470435835358
ppt59,item1,Unassociated,4.10950401189888
ppt60,item1,Associated,5.52610160328929
ppt60,item1,Unassociated,5.46801379173654
ppt61,item1,Associated,4.47256536500518
ppt61,item1,Unassociated,5.91797526584566
ppt62,item1,Associated,4.29546704968046
ppt62,item1,Unassociated,5.39736975279083
ppt63,item1,Associated,4.35861019104781
ppt63,item1,Unassociated,5.16900310909954
ppt64,item1,Associated,5.28548598838989
ppt64,item1,Unassociated,6.40388921453709
ppt65,item1,Associated,4.46915036471775
ppt65,item1,Unassociated,4.66544720301052
ppt66,item1,Associated,5.59950126588189
ppt66,item1,Unassociated,6.4351200445592
ppt67,item1,Associated,3.37991364920225
ppt67,item1,Unassociated,4.45133070598529
ppt68,item1,Associated,3.49447443948297
ppt68,item1,Unassociated,5.40241505561283
ppt69,item1,Associated,3.56055685734244
ppt69,item1,Unassociated,5.00463209262292
ppt70,item1,Associated,3.60777114408878
ppt70,item1,Unassociated,5.82782712762904
ppt71,item1,Associated,5.18576236010651
ppt71,item1,Unassociated,6.38324178802277
ppt72,item1,Associated,3.82194525515118
ppt72,item1,Unassociated,5.23661127830621
ppt73,item1,Associated,3.04735907424887
ppt73,item1,Unassociated,5.14427789167317
ppt74,item1,Associated,4.97900157225872
ppt74,item1,Unassociated,5.2578514511715
ppt75,item1,Associated,3.19405364505143
ppt75,item1,Unassociated,3.28984663285943
ppt76,item1,Associated,4.95878584791742
ppt76,item1,Unassociated,5.20113417059072
ppt77,item1,Associated,3.37412237455221
ppt77,item1,Unassociated,4.35394320325363
ppt78,item1,Associated,5.14243689668268
ppt78,item1,Unassociated,5.93772385949114
ppt79,item1,Associated,4.67745683492195
ppt79,item1,Unassociated,4.63721783155133
ppt80,item1,Associated,5.44132577521735
ppt80,item1,Unassociated,5.18399267670354
ppt81,item1,Associated,3.91954196157494
ppt81,item1,Unassociated,5.0131390227743
ppt82,item1,Associated,4.32052189000128
ppt82,item1,Unassociated,6.03687794685613
ppt83,item1,Associated,4.92380717428414
ppt83,item1,Unassociated,6.70152608485162
ppt84,item1,Associated,2.5641931469613
ppt84,item1,Unassociated,3.08091095081644
ppt85,item1,Associated,4.12080450695971
ppt85,item1,Unassociated,5.97821752404247
ppt86,item1,Associated,3.34413229869034
ppt86,item1,Unassociated,5.31656633196091
ppt87,item1,Associated,4.0786216880911
ppt87,item1,Unassociated,6.34928446964512
ppt88,item1,Associated,3.8102617681548
ppt88,item1,Unassociated,5.6648453712583
ppt89,item1,Associated,3.40343363828374
ppt89,item1,Unassociated,4.31634282682217
ppt90,item1,Associated,4.18987420822215
ppt90,item1,Unassociated,4.67449230175498
ppt91,item1,Associated,3.84547564628218
ppt91,item1,Unassociated,4.88135242996754
ppt92,item1,Associated,5.17161749543369
ppt92,item1,Unassociated,6.28679553180986
ppt93,item1,Associated,5.18234093124609
ppt93,item1,Unassociated,5.89301735139414
ppt94,item1,Associated,4.37847591071145
ppt94,item1,Unassociated,5.72181729115654
ppt95,item1,Associated,4.50685366143534
ppt95,item1,Unassociated,6.42994479321282
ppt96,item1,Associated,3.4481760680804
ppt96,item1,Unassociated,5.35315568575457
ppt97,item1,Associated,5.63124318492153
ppt97,item1,Unassociated,5.34124052132631
ppt98,item1,Associated,4.27468310328983
ppt98,item1,Unassociated,4.81736069790827
ppt99,item1,Associated,2.86382101576761
ppt99,item1,Unassociated,3.97487559950551
ppt100,item1,Associated,4.2109744975755
ppt100,item1,Unassociated,5.04033016797219
ppt1,item2,Associated,3.72677188178437
ppt1,item2,Unassociated,6.0104352225282
ppt2,item2,Associated,4.68097505023585
ppt2,item2,Unassociated,5.81330515470056
ppt3,item2,Associated,4.56617391076417
ppt3,item2,Unassociated,6.64924384651282
ppt4,item2,Associated,5.20587085603373
ppt4,item2,Unassociated,7.22642168552031
ppt5,item2,Associated,4.81603074148801
ppt5,item2,Unassociated,6.2694877070159
ppt6,item2,Associated,5.08108519914274
ppt6,item2,Unassociated,6.5969288596099
ppt7,item2,Associated,5.70252215506819
ppt7,item2,Unassociated,7.43598759519708
ppt8,item2,Associated,6.11486217103572
ppt8,item2,Unassociated,7.6982144916012
ppt9,item2,Associated,4.63172504339392
ppt9,item2,Unassociated,5.89658703030119
ppt10,item2,Associated,5.23937276647132
ppt10,item2,Unassociated,5.78585109542992
ppt11,item2,Associated,5.32426213182495
ppt11,item2,Unassociated,8.00328589129953
ppt12,item2,Associated,4.79883333653536
ppt12,item2,Unassociated,6.70451433397978
ppt13,item2,Associated,5.0485533368043
ppt13,item2,Unassociated,5.77670397949897
ppt14,item2,Associated,4.09620368301805
ppt14,item2,Unassociated,4.04502975682895
ppt15,item2,Associated,4.70731153271222
ppt15,item2,Unassociated,6.90929808401552
ppt16,item2,Associated,4.41939469304688
ppt16,item2,Unassociated,6.68174112498114
ppt17,item2,Associated,4.62576832026199
ppt17,item2,Unassociated,5.72302863567998
ppt18,item2,Associated,4.76146831046589
ppt18,item2,Unassociated,7.03510781652035
ppt19,item2,Associated,4.36351412132133
ppt19,item2,Unassociated,6.10406058745408
ppt20,item2,Associated,5.22599781840047
ppt20,item2,Unassociated,6.53772207415683
ppt21,item2,Associated,5.70178880077103
ppt21,item2,Unassociated,7.04143598317541
ppt22,item2,Associated,6.48979030154008
ppt22,item2,Unassociated,7.93380871983283
ppt23,item2,Associated,4.17139182379819
ppt23,item2,Unassociated,5.94262175256894
ppt24,item2,Associated,3.74112185269299
ppt24,item2,Unassociated,4.21816471035907
ppt25,item2,Associated,4.75396161236752
ppt25,item2,Unassociated,6.25542330758982
ppt26,item2,Associated,5.52043098342312
ppt26,item2,Unassociated,6.24419755867599
ppt27,item2,Associated,5.1838344714264
ppt27,item2,Unassociated,6.53028680859612
ppt28,item2,Associated,3.72781344186784
ppt28,item2,Unassociated,4.82900263900289
ppt29,item2,Associated,3.55296343162089
ppt29,item2,Unassociated,5.48943727471249
ppt30,item2,Associated,4.55343901753391
ppt30,item2,Unassociated,5.84896368951381
ppt31,item2,Associated,5.87131860807572
ppt31,item2,Unassociated,7.40987860293641
ppt32,item2,Associated,4.2174232751389
ppt32,item2,Unassociated,5.0564907169595
ppt33,item2,Associated,4.93755753349693
ppt33,item2,Unassociated,6.72123104037745
ppt34,item2,Associated,4.20095877513655
ppt34,item2,Unassociated,6.01531748276903
ppt35,item2,Associated,4.29531360071961
ppt35,item2,Unassociated,5.76007231671514
ppt36,item2,Associated,4.53213562576077
ppt36,item2,Unassociated,6.02779401108458
ppt37,item2,Associated,4.88363328981108
ppt37,item2,Unassociated,5.69967474775993
ppt38,item2,Associated,4.40644004979645
ppt38,item2,Unassociated,5.31791686228787
ppt39,item2,Associated,5.11323745830081
ppt39,item2,Unassociated,7.10356784973164
ppt40,item2,Associated,4.78272987991796
ppt40,item2,Unassociated,6.14042415855429
ppt41,item2,Associated,4.64988540085094
ppt41,item2,Unassociated,5.66010617270542
ppt42,item2,Associated,4.55030297731349
ppt42,item2,Unassociated,6.42031149174983
ppt43,item2,Associated,4.20362979682736
ppt43,item2,Unassociated,6.56336597433917
ppt44,item2,Associated,4.3643474832317
ppt44,item2,Unassociated,6.42819564482961
ppt45,item2,Associated,3.58785746495676
ppt45,item2,Unassociated,3.94365071067677
ppt46,item2,Associated,3.84524716700152
ppt46,item2,Unassociated,4.81740878241554
ppt47,item2,Associated,6.20902304711647
ppt47,item2,Unassociated,7.22381233219667
ppt48,item2,Associated,4.92566250838985
ppt48,item2,Unassociated,7.15184330471956
ppt49,item2,Associated,4.58646601137417
ppt49,item2,Unassociated,6.19727203888148
ppt50,item2,Associated,5.07063430931754
ppt50,item2,Unassociated,6.51094355522875
ppt51,item2,Associated,5.98361265911052
ppt51,item2,Unassociated,7.1014092177832
ppt52,item2,Associated,4.31773789282957
ppt52,item2,Unassociated,6.87617098574547
ppt53,item2,Associated,4.82178042894531
ppt53,item2,Unassociated,6.0912585117431
ppt54,item2,Associated,4.54943334630348
ppt54,item2,Unassociated,5.18792824895605
ppt55,item2,Associated,5.68305069185405
ppt55,item2,Unassociated,7.77018301347235
ppt56,item2,Associated,5.90166365999623
ppt56,item2,Unassociated,8.55077515216747
ppt57,item2,Associated,4.2908995539647
ppt57,item2,Unassociated,4.68076678096206
ppt58,item2,Associated,4.77047423134803
ppt58,item2,Unassociated,5.94098669384646
ppt59,item2,Associated,4.48166005834503
ppt59,item2,Unassociated,4.97992585414374
ppt60,item2,Associated,5.4140903617883
ppt60,item2,Unassociated,7.58297219917617
ppt61,item2,Associated,5.81473878552518
ppt61,item2,Unassociated,7.19078156933923
ppt62,item2,Associated,4.72623522293302
ppt62,item2,Unassociated,6.90803909451809
ppt63,item2,Associated,5.33276669210998
ppt63,item2,Unassociated,7.40914870351944
ppt64,item2,Associated,5.68896863587452
ppt64,item2,Unassociated,7.03583978374619
ppt65,item2,Associated,5.2301084361865
ppt65,item2,Unassociated,6.36796909438604
ppt66,item2,Associated,5.82394734951789
ppt66,item2,Unassociated,8.62
ppt67,item2,Associated,3.92807704784127
ppt67,item2,Unassociated,5.19325038581559
ppt68,item2,Associated,4.68717030688169
ppt68,item2,Unassociated,7.483985842345
ppt69,item2,Associated,5.13765017141294
ppt69,item2,Unassociated,6.0355152552506
ppt70,item2,Associated,5.1978037021121
ppt70,item2,Unassociated,7.74877630273378
ppt71,item2,Associated,6.6821905311261
ppt71,item2,Unassociated,7.56675511795048
ppt72,item2,Associated,4.74163674118115
ppt72,item2,Unassociated,5.91931299754969
ppt73,item2,Associated,5.60288365342697
ppt73,item2,Unassociated,5.75898816407637
ppt74,item2,Associated,6.77389587292609
ppt74,item2,Unassociated,6.64485170068508
ppt75,item2,Associated,3.98693295480621
ppt75,item2,Unassociated,5.16798563807068
ppt76,item2,Associated,5.93444536709144
ppt76,item2,Unassociated,7.2253162328528
ppt77,item2,Associated,3.72618730308463
ppt77,item2,Unassociated,5.8175629350345
ppt78,item2,Associated,6.22840168164892
ppt78,item2,Unassociated,7.71866143057477
ppt79,item2,Associated,4.58357420378272
ppt79,item2,Unassociated,5.53829378408305
ppt80,item2,Associated,6.17586963369453
ppt80,item2,Unassociated,7.15092112938358
ppt81,item2,Associated,4.58527196977218
ppt81,item2,Unassociated,5.7246287417478
ppt82,item2,Associated,5.51436191141854
ppt82,item2,Unassociated,6.91075268607539
ppt83,item2,Associated,6.03721624572523
ppt83,item2,Unassociated,7.94784935741758
ppt84,item2,Associated,3.52650031272059
ppt84,item2,Unassociated,4.56375908967357
ppt85,item2,Associated,5.83957475068816
ppt85,item2,Unassociated,7.84561830095138
ppt86,item2,Associated,4.7542999822143
ppt86,item2,Unassociated,5.69283463609142
ppt87,item2,Associated,5.08149424863528
ppt87,item2,Unassociated,6.7539310980744
ppt88,item2,Associated,5.81839007060041
ppt88,item2,Unassociated,6.60324808773124
ppt89,item2,Associated,4.31329729552317
ppt89,item2,Unassociated,5.92816543703109
ppt90,item2,Associated,4.74310269969315
ppt90,item2,Unassociated,6.50492642684754
ppt91,item2,Associated,5.23708624951404
ppt91,item2,Unassociated,6.72251092999161
ppt92,item2,Associated,6.15586948568034
ppt92,item2,Unassociated,7.75892609718773
ppt93,item2,Associated,5.39431828629463
ppt93,item2,Unassociated,7.8012202408555
ppt94,item2,Associated,5.22175727086444
ppt94,item2,Unassociated,6.97890222324944
ppt95,item2,Associated,6.23884097807808
ppt95,item2,Unassociated,8.46408708365296
ppt96,item2,Associated,4.28473856433679
ppt96,item2,Unassociated,6.84432431950028
ppt97,item2,Associated,5.69646816366911
ppt97,item2,Unassociated,7.05833620078094
ppt98,item2,Associated,4.96222823324371
ppt98,item2,Unassociated,5.98689556073988
ppt99,item2,Associated,5.0284737242084
ppt99,item2,Unassociated,5.25273647559869
ppt100,item2,Associated,5.22793349708046
ppt100,item2,Unassociated,6.22550856224857
ppt1,item3,Associated,3.01062603010042
ppt1,item3,Unassociated,4.06926901532315
ppt2,item3,Associated,2.42072954980523
ppt2,item3,Unassociated,3.56144274376704
ppt3,item3,Associated,2.99901563569955
ppt3,item3,Unassociated,3.83276305836609
ppt4,item3,Associated,4.06999811370985
ppt4,item3,Unassociated,4.65404138709588
ppt5,item3,Associated,4.19555265452234
ppt5,item3,Unassociated,4.21103540543058
ppt6,item3,Associated,4.60867441957296
ppt6,item3,Unassociated,4.66499161216992
ppt7,item3,Associated,4.20366721718739
ppt7,item3,Unassociated,4.28739148346205
ppt8,item3,Associated,4.31571042730469
ppt8,item3,Unassociated,4.88814931282026
ppt9,item3,Associated,2.92030898624905
ppt9,item3,Unassociated,4.22490403273328
ppt10,item3,Associated,4.73764161180452
ppt10,item3,Unassociated,4.25482938783234
ppt11,item3,Associated,4.10111792030424
ppt11,item3,Unassociated,5.47957192034409
ppt12,item3,Associated,3.4999099028156
ppt12,item3,Unassociated,4.84075854361617
ppt13,item3,Associated,3.87400810028214
ppt13,item3,Unassociated,4.73054362342877
ppt14,item3,Associated,2.32549350105088
ppt14,item3,Unassociated,1.49050277773568
ppt15,item3,Associated,3.94980966198409
ppt15,item3,Unassociated,4.37666223010023
ppt16,item3,Associated,3.34054825948294
ppt16,item3,Unassociated,4.12804024048418
ppt17,item3,Associated,3.51817974950717
ppt17,item3,Unassociated,3.80520813123267
ppt18,item3,Associated,3.96968882956715
ppt18,item3,Unassociated,4.85608747131283
ppt19,item3,Associated,3.42223527546446
ppt19,item3,Unassociated,3.41782350130255
ppt20,item3,Associated,4.09638163408938
ppt20,item3,Unassociated,5.31740960660535
ppt21,item3,Associated,4.12270123535772
ppt21,item3,Unassociated,4.45033592125024
ppt22,item3,Associated,4.65819345834346
ppt22,item3,Unassociated,5.24334244471058
ppt23,item3,Associated,3.70665979031161
ppt23,item3,Unassociated,4.50128815036772
ppt24,item3,Associated,2.32549636018582
ppt24,item3,Unassociated,1.88137864769939
ppt25,item3,Associated,3.50146040914599
ppt25,item3,Unassociated,4.86764852508687
ppt26,item3,Associated,4.37012414855146
ppt26,item3,Unassociated,5.1847584277226
ppt27,item3,Associated,3.08619889846364
ppt27,item3,Unassociated,3.88795330634337
ppt28,item3,Associated,3.42454992029744
ppt28,item3,Unassociated,2.92227682328984
ppt29,item3,Associated,2.9328222854526
ppt29,item3,Unassociated,3.15365090155142
ppt30,item3,Associated,3.70862100668634
ppt30,item3,Unassociated,4.47732843404213
ppt31,item3,Associated,4.22330083888126
ppt31,item3,Unassociated,5.02170739386887
ppt32,item3,Associated,2.48703331614677
ppt32,item3,Unassociated,2.31312986169234
ppt33,item3,Associated,3.38856611428351
ppt33,item3,Unassociated,4.31765673983146
ppt34,item3,Associated,2.48885292738771
ppt34,item3,Unassociated,4.69148390858525
ppt35,item3,Associated,2.42665809711535
ppt35,item3,Unassociated,2.55295021176394
ppt36,item3,Associated,3.56365289013656
ppt36,item3,Unassociated,2.59615283732612
ppt37,item3,Associated,3.83635631755571
ppt37,item3,Unassociated,3.80718957195651
ppt38,item3,Associated,3.4306793774761
ppt38,item3,Unassociated,4.06945547419257
ppt39,item3,Associated,3.16371087877761
ppt39,item3,Unassociated,4.16171422886873
ppt40,item3,Associated,2.45321908160748
ppt40,item3,Unassociated,3.97621352735339
ppt41,item3,Associated,3.12877631341932
ppt41,item3,Unassociated,3.6214388968368
ppt42,item3,Associated,4.16172465001982
ppt42,item3,Unassociated,3.86453992680066
ppt43,item3,Associated,3.38319673643975
ppt43,item3,Unassociated,4.00206934325056
ppt44,item3,Associated,3.22891711021749
ppt44,item3,Unassociated,4.38653648543338
ppt45,item3,Associated,2.16831073075017
ppt45,item3,Unassociated,2.30385076366998
ppt46,item3,Associated,2.14025609096252
ppt46,item3,Unassociated,2.6719217679465
ppt47,item3,Associated,4.98286544535375
ppt47,item3,Unassociated,5.58414722798797
ppt48,item3,Associated,3.51754037551026
ppt48,item3,Unassociated,4.23585914686248
ppt49,item3,Associated,3.44692374886602
ppt49,item3,Unassociated,4.10778296629982
ppt50,item3,Associated,3.93023605024825
ppt50,item3,Unassociated,4.59944120093924
ppt51,item3,Associated,4.62772129625795
ppt51,item3,Unassociated,5.44673074398878
ppt52,item3,Associated,3.6816280433553
ppt52,item3,Unassociated,4.25161907866282
ppt53,item3,Associated,4.58801343362017
ppt53,item3,Unassociated,5.21051683897144
ppt54,item3,Associated,2.83192281632029
ppt54,item3,Unassociated,3.32160566282972
ppt55,item3,Associated,4.88566615437141
ppt55,item3,Unassociated,5.28418623873918
ppt56,item3,Associated,5.3103650518973
ppt56,item3,Unassociated,5.54781754749605
ppt57,item3,Associated,2.53406094140216
ppt57,item3,Unassociated,3.72263187909433
ppt58,item3,Associated,3.40568091509594
ppt58,item3,Unassociated,3.65153521101722
ppt59,item3,Associated,2.6102054225318
ppt59,item3,Unassociated,3.38609676732167
ppt60,item3,Associated,4.58666864297964
ppt60,item3,Unassociated,4.8539832759622
ppt61,item3,Associated,4.27066227624781
ppt61,item3,Unassociated,5.37986636659178
ppt62,item3,Associated,3.89159177103373
ppt62,item3,Unassociated,5.52169093764404
ppt63,item3,Associated,4.23722826716675
ppt63,item3,Unassociated,5.39405781644328
ppt64,item3,Associated,4.82703428493665
ppt64,item3,Unassociated,5.33635154371287
ppt65,item3,Associated,4.23023855764787
ppt65,item3,Unassociated,3.90596010600452
ppt66,item3,Associated,4.87813931637538
ppt66,item3,Unassociated,6.09284345776646
ppt67,item3,Associated,2.92548679952703
ppt67,item3,Unassociated,3.44376660420217
ppt68,item3,Associated,3.65087148514305
ppt68,item3,Unassociated,4.73891499017803
ppt69,item3,Associated,3.44374991906972
ppt69,item3,Unassociated,4.20947436890738
ppt70,item3,Associated,4.40141366798822
ppt70,item3,Unassociated,5.54333506770781
ppt71,item3,Associated,4.74591589120717
ppt71,item3,Unassociated,5.82570603998551
ppt72,item3,Associated,4.68086821783354
ppt72,item3,Unassociated,4.3268704207816
ppt73,item3,Associated,4.00545026199273
ppt73,item3,Unassociated,4.6643833233628
ppt74,item3,Associated,4.26964513797474
ppt74,item3,Unassociated,4.45628550141833
ppt75,item3,Associated,3.80844059604608
ppt75,item3,Unassociated,3.48354940696208
ppt76,item3,Associated,4.82479777445721
ppt76,item3,Unassociated,5.2218510289003
ppt77,item3,Associated,3.57214918799718
ppt77,item3,Unassociated,3.79724716822053
ppt78,item3,Associated,5.03994932534601
ppt78,item3,Unassociated,5.61325118947823
ppt79,item3,Associated,3.5509687813736
ppt79,item3,Unassociated,5.32329855561558
ppt80,item3,Associated,5.54454297069639
ppt80,item3,Unassociated,5.45536882102546
ppt81,item3,Associated,4.26327213989127
ppt81,item3,Unassociated,3.89602747085234
ppt82,item3,Associated,5.2396857019119
ppt82,item3,Unassociated,4.93345608581999
ppt83,item3,Associated,3.86545642223508
ppt83,item3,Unassociated,6.13782047060893
ppt84,item3,Associated,3.18561998345305
ppt84,item3,Unassociated,2.44768888149269
ppt85,item3,Associated,4.15626917144749
ppt85,item3,Unassociated,4.72494865755056
ppt86,item3,Associated,3.6367993955904
ppt86,item3,Unassociated,3.69670108347137
ppt87,item3,Associated,3.66151358416732
ppt87,item3,Unassociated,4.90941112372215
ppt88,item3,Associated,4.44535676524161
ppt88,item3,Unassociated,4.23387501132422
ppt89,item3,Associated,3.45436361196906
ppt89,item3,Unassociated,4.23311391404266
ppt90,item3,Associated,4.51018837070988
ppt90,item3,Unassociated,4.14237934533874
ppt91,item3,Associated,3.55054733157236
ppt91,item3,Unassociated,3.77310650381186
ppt92,item3,Associated,5.20115635834754
ppt92,item3,Unassociated,5.92308272045659
ppt93,item3,Associated,4.97574224735768
ppt93,item3,Unassociated,5.57261744027669
ppt94,item3,Associated,4.34690262365911
ppt94,item3,Unassociated,5.04680725535116
ppt95,item3,Associated,4.80660018575521
ppt95,item3,Unassociated,5.65495073758708
ppt96,item3,Associated,4.04877638225277
ppt96,item3,Unassociated,4.15320114506887
ppt97,item3,Associated,5.21285014336035
ppt97,item3,Unassociated,5.07430437391055
ppt98,item3,Associated,4.48792248111964
ppt98,item3,Unassociated,4.3984270313888
ppt99,item3,Associated,3.35964124480516
ppt99,item3,Unassociated,3.54145806428348
ppt100,item3,Associated,3.90249586803178
ppt100,item3,Unassociated,3.52431845308296
ppt1,item4,Associated,4.52594449337644
ppt1,item4,Unassociated,4.65267656052423
ppt2,item4,Associated,3.46160875838364
ppt2,item4,Unassociated,4.52921001704428
ppt3,item4,Associated,4.20742657241713
ppt3,item4,Unassociated,3.98923440940351
ppt4,item4,Associated,5.07594676405069
ppt4,item4,Unassociated,5.60813536153621
ppt5,item4,Associated,4.58706825728274
ppt5,item4,Unassociated,5.37102871472941
ppt6,item4,Associated,4.56973887078667
ppt6,item4,Unassociated,4.82285009430327
ppt7,item4,Associated,4.48758452373171
ppt7,item4,Unassociated,5.47525893446791
ppt8,item4,Associated,4.86904882000912
ppt8,item4,Unassociated,5.95050495036169
ppt9,item4,Associated,4.13618369166058
ppt9,item4,Unassociated,5.00558201406584
ppt10,item4,Associated,4.14579840385371
ppt10,item4,Unassociated,5.37393690264888
ppt11,item4,Associated,4.44813002893738
ppt11,item4,Unassociated,5.6985110028069
ppt12,item4,Associated,4.00988434990038
ppt12,item4,Unassociated,4.17538411925467
ppt13,item4,Associated,4.13145416879644
ppt13,item4,Unassociated,4.36649448751688
ppt14,item4,Associated,2.4992162651458
ppt14,item4,Unassociated,2.33891496070836
ppt15,item4,Associated,4.81009248076579
ppt15,item4,Unassociated,4.89344646103798
ppt16,item4,Associated,4.18904368184991
ppt16,item4,Unassociated,3.93774008394473
ppt17,item4,Associated,3.49566435127619
ppt17,item4,Unassociated,4.13657871050487
ppt18,item4,Associated,4.79518281305416
ppt18,item4,Unassociated,4.81283142323133
ppt19,item4,Associated,3.72919711200512
ppt19,item4,Unassociated,4.42059486862552
ppt20,item4,Associated,4.43391377560994
ppt20,item4,Unassociated,5.58714404745609
ppt21,item4,Associated,4.22764500945473
ppt21,item4,Unassociated,5.42573618478887
ppt22,item4,Associated,5.84866013496719
ppt22,item4,Unassociated,5.9723059247007
ppt23,item4,Associated,4.53173489141852
ppt23,item4,Unassociated,5.03540597925732
ppt24,item4,Associated,2.09836545420206
ppt24,item4,Unassociated,2.87584247304787
ppt25,item4,Associated,4.69021566319276
ppt25,item4,Unassociated,5.03342093809074
ppt26,item4,Associated,4.1137824949209
ppt26,item4,Unassociated,4.8638613717354
ppt27,item4,Associated,4.12199385073549
ppt27,item4,Unassociated,4.14922431946917
ppt28,item4,Associated,2.8721860884116
ppt28,item4,Unassociated,3.55079945487354
ppt29,item4,Associated,3.58363961981274
ppt29,item4,Unassociated,3.29325966411159
ppt30,item4,Associated,4.23221779966702
ppt30,item4,Unassociated,4.61070776133026
ppt31,item4,Associated,4.47669054817881
ppt31,item4,Unassociated,5.46339096525875
ppt32,item4,Associated,3.20525464146328
ppt32,item4,Unassociated,3.53834119040368
ppt33,item4,Associated,3.98082190567437
